d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10
d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d11,d11,d11,d11,d11,d11,d10,d11,d11,d11,d11,d10,d10,d10,d10,d10,d10,d10,d10,d10,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11
d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d19,d19,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18
d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d12,d11,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d12,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11
d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d10,d11,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11
d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d11,d11,d11,d10,d11,d11,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10
d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d20,d20,d20,d19,d20,d20,d20,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19,d19
d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9
d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11
d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d11,d11,d11,d10,d10,d10,d10,d10,d10,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10,d10
